,weighted_mean,freq,min,max,std
VVD JJ NN VVG ,0.7640838388,3,0.7640838388,0.7640838388,0.0
NNS VVD ,0.7079939787361111,144,0.6081726601,0.7627616172,0.04293440860507017
VV NN VVN ,0.7605567550933332,15,0.7401065756,0.7620174822,0.005465540368720247
VVG NN NN NN NP ,0.7605081358,4,0.7605081358,0.7605081358,0.0
VVG NN NN NN NN ,0.7605081358,2,0.7605081358,0.7605081358,0.0
VVG NN NN NN JJ ,0.7605081358,4,0.7605081358,0.7605081358,0.0
NP NN RB VVG ,0.7602815633999997,14,0.7602815634,0.7602815634,2.220446049250313e-16
NN RB VVG ,0.7355137759706898,58,0.6793147028,0.7588158307,0.03618775868660464
NN JJ VVG ,0.7588158307,8,0.7588158307,0.7588158307,0.0
RB IN ,0.70391039425,8,0.6960711476,0.7587851208,0.020740697101996216
VVD NN VVD JJ ,0.7583127288,3,0.7583127288,0.7583127288,0.0
VVN NN JJ NN ,0.7074608412000001,4,0.6566089536,0.7583127288,0.05085188759999998
JJ NN VVD JJ ,0.7583127288,1,0.7583127288,0.7583127288,0.0
JJ NN VVN NN ,0.7583127288,4,0.7583127288,0.7583127288,0.0
JJ NN VVN JJ ,0.7583127288,1,0.7583127288,0.7583127288,0.0
VVN NN VVN JJ ,0.7583127288,1,0.7583127288,0.7583127288,0.0
VVD NN JJ NN ,0.7583127288,1,0.7583127288,0.7583127288,0.0
NP NP NPS ,0.6795610180375,8,0.6068214086,0.7582987251,0.037908893235020176
NN CD ,0.6121062128074441,403,0.6057031535,0.7576020344,0.01818078160915484
NP CD ,0.6115357484984616,195,0.6006312225,0.7576020344,0.02464603215185892
NP NN NN NP ,0.7574259731,10,0.7574259731,0.7574259731,0.0
VV JJR ,0.7567774365000001,14,0.7567774365,0.7567774365,1.1102230246251565e-16
VVP JJR ,0.7567774365,1,0.7567774365,0.7567774365,0.0
NN NN NN NN NN NN ,0.6846673544,278,0.6119659803,0.7564042308,0.03967655768710574
IN NNS ,0.7442792954749999,4,0.7362356923,0.7555117046,0.00699912152490636
RB VVP NP ,0.7545600220999998,12,0.7545600221,0.7545600221,1.1102230246251565e-16
JJ NN NN NNS ,0.7034042387596154,52,0.6611746317,0.7530481034,0.040935245684367676
JJ NN NNS NP NN ,0.7527361716999998,10,0.7527361717,0.7527361717,1.1102230246251565e-16
NN IN NN NNS ,0.7523332867,24,0.7523332867,0.7523332867,0.0
NN IN NP NP ,0.6550572541833332,12,0.6462139785,0.7523332867,0.029329827359290437
NN VVZ JJ ,0.7512733667769231,13,0.7492179116,0.7516470859,0.0008764490323136972
JJ VVN NN CD ,0.7516196333,11,0.7516196333,0.7516196333,0.0
VVG NNS NN ,0.7495457941999999,21,0.7495457942,0.7495457942,1.1102230246251565e-16
NN NNS NNS ,0.7492179116,5,0.7492179116,0.7492179116,0.0
NN NN VVG NN ,0.6866267736198112,106,0.6239406621,0.7491502924,0.03786967563080854
NP NN NN CD ,0.7399056607533333,15,0.6219900917,0.7483282014,0.03151426142600411
RB VVG JJ ,0.7473552222426828,82,0.7340856923,0.7475190436,0.0014743922158536593
NN JJR NN ,0.6791987077201923,104,0.6000145518,0.7472247119,0.06717012098241798
JJ NN NNS NP ,0.7459388957,14,0.7459388957,0.7459388957,0.0
NNS VVP NN ,0.744916574,9,0.744916574,0.744916574,0.0
VVG VVN ,0.6450222229571427,14,0.6284169906,0.7446536171,0.04067434633535276
JJR NN NN ,0.6669589664329897,291,0.6009405014,0.7442857626,0.033158697729762196
JJR NN IN ,0.7442857626,2,0.7442857626,0.7442857626,0.0
VVN JJ NN JJ ,0.7433717887000001,46,0.7433717887,0.7433717887,1.1102230246251565e-16
VVN JJ NN NN ,0.6874156133875,24,0.6849827362,0.7433717887,0.011667669108160875
JJ JJ NN NN JJ ,0.7433120258,22,0.7433120258,0.7433120258,0.0
NP NN NN NN NN NN ,0.6826269236513514,37,0.6631943298,0.7430838823,0.034275873773065686
NP JJ NN NN NN NN ,0.6923378076833333,6,0.6631943298,0.7430838823,0.03592688693685269
JJ NNS JJ ,0.7430486817,12,0.7430486817,0.7430486817,0.0
RB VVN JJ ,0.654890145778344,157,0.6420688676,0.7427159013,0.033556496282633234
VVD NN NN NN ,0.7421378492,17,0.7421378492,0.7421378492,0.0
VVN NN NN NN ,0.7041603174375001,96,0.6313723711,0.7421378492,0.030605353780317507
VVG JJ JJ NN ,0.7391088229999999,65,0.7352810357,0.7416606812,0.0031253752429685326
NN NN VVD ,0.6895635096500001,32,0.6160972017,0.7401065756,0.05493699701617542
NN NN VVN ,0.6294050763242425,33,0.6160972017,0.7401065756,0.03155221058933296
NP NN VVD ,0.7401065756,2,0.7401065756,0.7401065756,0.0
NN JJ JJ JJ ,0.7396255600999999,34,0.7396255601,0.7396255601,1.1102230246251565e-16
NP JJ JJ JJ ,0.7396255601,3,0.7396255601,0.7396255601,0.0
NN VVG JJ ,0.699366850957143,7,0.6612191979,0.7393119078,0.03478615891332066
NP JJ NNS ,0.72063622284,5,0.7082253562,0.7392525228,0.01520014526686493
VVG NN VVZ ,0.6820254183559998,25,0.6296670401,0.7387469948,0.05449632790135103
VVZ JJ NN ,0.7158523080500001,22,0.6938499046,0.7378547115,0.022002403450000037
JJ JJ NNS VVG ,0.7372673714,18,0.7372673714,0.7372673714,0.0
VVD JJ NNS VVG ,0.7372673714,2,0.7372673714,0.7372673714,0.0
VV VVN NN ,0.6629113514909093,11,0.6378777824,0.7370845122,0.03662985386071346
NN NN NN NN JJ ,0.7213374753166666,12,0.6431626349,0.7370496816,0.034961491356645565
IN NN NN ,0.7359739858,1,0.7359739858,0.7359739858,0.0
VV JJ NNS ,0.6576676479758063,62,0.622926039,0.735066832,0.03200492850353704
VVP JJ NNS ,0.6902105148000001,10,0.622926039,0.735066832,0.05493754444021433
JJ VVP NN ,0.7349276210999999,7,0.7349276211,0.7349276211,1.1102230246251565e-16
JJ VVG JJ ,0.6817035346999999,14,0.6729731751,0.7340856923,0.02138492629100865
NN VVG VVG NN ,0.7337092918,34,0.7337092918,0.7337092918,0.0
NP VVG VVG NN ,0.7337092918,1,0.7337092918,0.7337092918,0.0
VVZ NN NNS ,0.7326448643999999,105,0.7326448644,0.7326448644,1.1102230246251565e-16
VVN NN NP NP ,0.7323639453,1,0.7323639453,0.7323639453,0.0
JJ NN NN VV ,0.7270328116,3,0.718833935,0.7311322499,0.005797481241971702
JJ JJ NN VVZ ,0.7309399540999998,37,0.7309399541,0.7309399541,2.220446049250313e-16
RB VVN RB ,0.7296930127000001,10,0.7296930127,0.7296930127,1.1102230246251565e-16
RB VVZ NN ,0.7287501038,12,0.7287501038,0.7287501038,0.0
RB VVG JJ NN CD ,0.7283802466,40,0.7283802466,0.7283802466,0.0
RB VVG JJ NN RB ,0.7283802466,1,0.7283802466,0.7283802466,0.0
RB VVN JJ NN NNS ,0.7264235450000001,11,0.726423545,0.726423545,1.1102230246251565e-16
JJ NN NN NN VVZ ,0.69666981466,10,0.6521292097,0.7263635513,0.0363672516622925
JJ NN NN NN NNS ,0.6808993811333334,6,0.6521292097,0.7263635513,0.03252385343587864
JJ NNS NN NN NNS ,0.6892463804999999,6,0.6521292097,0.7263635513,0.03711717079999999
JJ NNS NN NN VVZ ,0.7016187707666667,3,0.6521292097,0.7263635513,0.03499440422818574
JJ NN NNS NN ,0.68810956418,40,0.6311794607,0.7260629665,0.046483234843281665
JJ JJ JJ NN ,0.6871384656128492,179,0.6129043407,0.7258320921,0.030699390944002744
JJ NN NN NP CD ,0.7256426750999999,20,0.7256426751,0.7256426751,1.1102230246251565e-16
RB VVN NN NN ,0.7243852137999999,12,0.7243852138,0.7243852138,1.1102230246251565e-16
VVG JJ NN NN ,0.6892267152133332,255,0.614501212,0.7228646076,0.019233210575184432
JJR VVG ,0.6362491021714287,14,0.6218163151,0.7228458246,0.03535296389123795
VVG NN NN JJ JJ NN ,0.7223567650000002,22,0.722356765,0.722356765,2.220446049250313e-16
NP NN NN JJ JJ NN ,0.7128970616399999,5,0.7105321358,0.722356765,0.004729851680000019
JJ JJ NN JJ NN ,0.7158150222999999,16,0.7100548382,0.7215752064,0.005760184099999954
NN NN JJ JJ NN ,0.7148598880898104,844,0.7039093392,0.7205620658,0.007902023525263552
NP NN VVD JJ NN ,0.7160204130909091,11,0.7039093392,0.7205620658,0.007416487817467768
NN NN JJ NNS ,0.7202916397,8,0.7202916397,0.7202916397,0.0
NN NNS NN NN ,0.6946553332272726,44,0.6142823667,0.7173107832,0.037723167926734344
JJ NN NN NNS VVP ,0.7172916167,11,0.7172916167,0.7172916167,0.0
VVN JJ NN JJ NN ,0.7141798103,42,0.7141798103,0.7141798103,0.0
NN JJ NP ,0.6631600133485717,70,0.6023910385,0.7121065492,0.04294410861776856
JJ NN NN NN NN ,0.6692282984999999,580,0.6009815415,0.711524573,0.018965576710120485
JJ NN NN JJ JJ NN ,0.6865697439702131,47,0.6401426098,0.7105321358,0.033354237819514625
NNS CC NNS VVP ,0.7102941207,3,0.7102941207,0.7102941207,0.0
NNS CC NNS NN ,0.7102941207000001,12,0.7102941207,0.7102941207,1.1102230246251565e-16
VVD JJ NN JJ NN ,0.7100548382,3,0.7100548382,0.7100548382,0.0
VVD JJ NN NN ,0.67027293457,10,0.6111282714,0.7097696246,0.031779666188045355
JJ NNS VVP ,0.6934942667925926,27,0.6493942542,0.7089292712,0.026089919293347585
VVG NP NP ,0.7078925672,8,0.7078925672,0.7078925672,0.0
JJ JJ NN JJ ,0.7077858115,201,0.7077858115,0.7077858115,0.0
VVD JJ NN JJ ,0.7077858115,5,0.7077858115,0.7077858115,0.0
VVN JJ NN JJ NN CD ,0.7077522975,10,0.7077522975,0.7077522975,0.0
NN NN JJ NP ,0.7047898241,3,0.7047898241,0.7047898241,0.0
VV NN JJ JJ NN ,0.7039093392,6,0.7039093392,0.7039093392,0.0
NN VVG CC VVG ,0.7027218427000002,14,0.7027218427,0.7027218427,1.1102230246251565e-16
NNS VVD NN ,0.7025459855,2,0.7025459855,0.7025459855,0.0
NP NP JJ NN ,0.7024582245,11,0.7024582245,0.7024582245,0.0
JJ NN NNS CD ,0.7019323031,8,0.7019323031,0.7019323031,0.0
JJ NN NNS RB ,0.7019323031,3,0.7019323031,0.7019323031,0.0
NN JJ NN NN NN ,0.69033924595,4,0.6557207659,0.7018787393,0.01998698877580321
NN VVD JJ NN ,0.6411586396254902,51,0.6164545911,0.7014783391,0.01875303016278939
JJ NN NN JJ NN ,0.7011544893000002,59,0.7011544893,0.7011544893,2.220446049250313e-16
NP NN NN JJ NN ,0.6745590868666667,3,0.621368282,0.7011544893,0.037611578817990404
VVN NN VVN ,0.7005535199999999,31,0.70055352,0.70055352,1.1102230246251565e-16
JJ NNS RB ,0.6987538561000002,26,0.6987538561,0.6987538561,2.220446049250313e-16
NNS VVZ ,0.6976492914,2,0.6976492914,0.6976492914,0.0
VVD JJ JJ ,0.6629319944,3,0.6142312222,0.6975421123,0.03544089921982931
NP NNS CC NP NNS ,0.6969584180999999,20,0.6969584181,0.6969584181,1.1102230246251565e-16
VVG JJ NN JJ NN ,0.6951862325000001,178,0.6951862325,0.6951862325,1.1102230246251565e-16
JJ NN NN NN VVG ,0.6600246628941177,17,0.6101673656,0.694924771,0.04171360767701381
VVG JJ NN NNS ,0.6948053504000001,11,0.6948053504,0.6948053504,1.1102230246251565e-16
NP NP NP NP CD ,0.6945085991,1,0.6945085991,0.6945085991,0.0
NP NN NN NP CD ,0.6945085991000001,25,0.6945085991,0.6945085991,1.1102230246251565e-16
SYM SYM SYM SYM SYM SYM ,0.6942833397,51,0.6942833397,0.6942833397,0.0
JJ JJ NN NN NN ,0.6672121383141305,92,0.6066615084,0.6936514687,0.0343744892621767
NN VVP NNS ,0.6923448429,5,0.6923448429,0.6923448429,0.0
NP NP NP NP NP ,0.6917059271,1,0.6917059271,0.6917059271,0.0
JJR NN VVG ,0.6913668448,1,0.6913668448,0.6913668448,0.0
JJR VVG NN ,0.6320940926095238,42,0.6160338273,0.6913668448,0.013582897124203033
NP NN RB VVZ ,0.6910668863,17,0.6910668863,0.6910668863,0.0
NP NP NN CD ,0.6773587659800002,55,0.6257615955,0.6902580586,0.025798585240000005
NP VVD VVG ,0.6900402304999999,27,0.6900402305,0.6900402305,1.1102230246251565e-16
JJ VVP JJ NN ,0.6896519119,8,0.6896519119,0.6896519119,0.0
NP JJ NN NN NN ,0.6873048189200001,10,0.6871859136,0.6883749668,0.0003567159599999869
NN NNS IN VVG ,0.6301605855405661,106,0.6093431605,0.6883732583,0.030437537196845256
NP VVZ NN ,0.6873935804,2,0.6873935804,0.6873935804,0.0
NN NN NN VVG NN ,0.6738562462352942,51,0.6347779674,0.6872251311,0.02285679352971278
NP NN NN NN NN ,0.6871859136,1,0.6871859136,0.6871859136,0.0
VVP NN VVG NN ,0.6846475888,1,0.6846475888,0.6846475888,0.0
RB VVN IN NP ,0.6844901409999999,15,0.684490141,0.684490141,1.1102230246251565e-16
RB VVN IN NN ,0.684490141,1,0.684490141,0.684490141,0.0
NN NNS NN NN NN ,0.6842145627,10,0.6842145627,0.6842145627,0.0
JJ NN VVN NNS ,0.6825808696000001,21,0.6825808696,0.6825808696,1.1102230246251565e-16
JJ NN VVD ,0.6514706438615385,13,0.6161040348,0.6817848802,0.0327431175299704
VVP NN NN NN ,0.67149083158,5,0.6315101619,0.681485999,0.01999033483999999
NP JJ NN CD ,0.6804010942000001,38,0.6804010942,0.6804010942,1.1102230246251565e-16
JJ JJ NN NN NN NN ,0.6461819913903226,31,0.6335046242,0.6793334101,0.017199742796235203
JJ NN VVD NN ,0.6792297824,20,0.6792297824,0.6792297824,0.0
NN NN RB ,0.6489987775730769,26,0.6052296569,0.6788742964,0.03489265538487206
JJR JJ NN ,0.6287414257842106,57,0.6160338273,0.678813015,0.02312259667251169
NN JJ NN IN NN ,0.6780858316,4,0.6780858316,0.6780858316,0.0
JJ JJ NN IN NN ,0.6780858316,9,0.6780858316,0.6780858316,0.0
VVP JJ NN IN NN ,0.6780858316,2,0.6780858316,0.6780858316,0.0
NN NNS IN JJ NN ,0.6778742672999998,46,0.6778742673,0.6778742673,2.220446049250313e-16
NN VVZ VV ,0.6772512532,8,0.6772512532,0.6772512532,0.0
JJ JJ VVN ,0.6770226487,4,0.6770226487,0.6770226487,0.0
VV JJ VVG NNS ,0.6767782362,13,0.6767782362,0.6767782362,0.0
NNS NN NN NN ,0.6764684103999998,27,0.6764684104,0.6764684104,2.220446049250313e-16
JJ NN NN NN NN NN ,0.6151849265294117,17,0.6115973344,0.6725864006,0.01435036851764706
JJ JJ NP NN ,0.6721658051999999,45,0.6721658052,0.6721658052,1.1102230246251565e-16
VVN NN JJ ,0.671554521,2,0.671554521,0.671554521,0.0
VV NN JJ NN ,0.6710015236,17,0.6710015236,0.6710015236,0.0
NP RB NP ,0.6699076257,9,0.6699076257,0.6699076257,0.0
JJ VVG JJ NNS ,0.6695691796,11,0.6695691796,0.6695691796,0.0
NN VVG JJ NNS ,0.6042563600408164,49,0.6028956763,0.6695691796,0.009427093488507034
JJ JJ JJ NNS ,0.621302613,32,0.6055975211,0.6695691796,0.01405781386235979
JJ NN IN NN ,0.6654056446353982,339,0.6180660942,0.6695023365,0.013926074505854156
JJ NN IN NP ,0.6695023365,1,0.6695023365,0.6695023365,0.0
CD NN ,0.6686396312999999,22,0.6686396313,0.6686396313,1.1102230246251565e-16
JJR NN NN NN ,0.6685282333000002,37,0.6685282333,0.6685282333,2.220446049250313e-16
VV NN NN NN ,0.6435087352273615,307,0.6434273259,0.6684199894,0.0014240816149109741
JJ JJ NN VVG NN ,0.6679099870000004,30,0.667909987,0.667909987,3.3306690738754696e-16
VVD JJ NN VVG NN ,0.667909987,2,0.667909987,0.667909987,0.0
JJ NN JJ NNS ,0.6459768487785713,28,0.6095851921,0.6675703294,0.020720018914964004
NP NP NP NP NP NP ,0.6670686821,17,0.6670686821,0.6670686821,0.0
NP NP NP NP NP NN ,0.6670686821,1,0.6670686821,0.6670686821,0.0
VV NN VVG JJ NNS ,0.666611183,24,0.666611183,0.666611183,0.0
VVG NN JJ NN ,0.6659959162,1,0.6659959162,0.6659959162,0.0
JJ NN NN VVG NN ,0.6647728416999998,30,0.6647728417,0.6647728417,1.1102230246251565e-16
VV RBR ,0.6644806646,11,0.6644806646,0.6644806646,0.0
VVN NN NN VVZ ,0.6643983957,2,0.6643983957,0.6643983957,0.0
VVN NN NN NNS ,0.6643983957,8,0.6643983957,0.6643983957,0.0
VVD NN NN NNS ,0.6643983957,1,0.6643983957,0.6643983957,0.0
NP JJ NN NN ,0.6642347054,1,0.6642347054,0.6642347054,0.0
JJ NPS ,0.6635225208000001,18,0.6635225208,0.6635225208,1.1102230246251565e-16
VVG NN NN NN CD ,0.642420452182979,47,0.6281044649,0.6635176966,0.01737894941531191
NN NN NN NN CD ,0.6356821498036697,109,0.6344249995,0.6635176966,0.003987640582246744
VVD VVN NN ,0.6634949784,1,0.6634949784,0.6634949784,0.0
NN VVN JJ ,0.6634949784,1,0.6634949784,0.6634949784,0.0
NP NN NN NN NN JJ ,0.6631943298,1,0.6631943298,0.6631943298,0.0
NP NN VVP ,0.6620912016,1,0.6620912016,0.6620912016,0.0
JJ NN JJ JJ ,0.6617184568,3,0.6617184568,0.6617184568,0.0
VV VVG JJ ,0.6612191979,1,0.6612191979,0.6612191979,0.0
NN JJ NP NN ,0.64944325464,15,0.6062446568,0.6602429041,0.02159929892000001
VV NN IN JJ ,0.6591739798000001,12,0.6591739798,0.6591739798,1.1102230246251565e-16
JJ JJ NN NP ,0.6588244538999999,18,0.6588244539,0.6588244539,1.1102230246251565e-16
JJ NN VV NP ,0.6588244539,1,0.6588244539,0.6588244539,0.0
JJ NN NN NN NN NNS ,0.6581084842,5,0.6581084842,0.6581084842,0.0
NN NN NN NN VVP NNS ,0.6581084842,5,0.6581084842,0.6581084842,0.0
VVG NN CD ,0.6204187211911762,238,0.6011435622,0.6581031751,0.0193084856556071
VVN IN VVN NNS ,0.6552632846,25,0.6552632846,0.6552632846,0.0
NN NN NN CD ,0.6222163577761904,147,0.6007847412,0.6548310356,0.017388991910525876
VVD IN VVG NN NNS ,0.6536714442,24,0.6536714442,0.6536714442,0.0
VVZ RB JJ NNS ,0.6534815910999999,25,0.6534815911,0.6534815911,1.1102230246251565e-16
NN NN NN NN NN CD ,0.6442273535358972,39,0.6354392849,0.6534779521,0.009016368177069292
NN NN VVP CD ,0.6533285658,2,0.6533285658,0.6533285658,0.0
VV NN NN CD ,0.6533285658,6,0.6533285658,0.6533285658,0.0
NN NN NN RB ,0.6533285658,1,0.6533285658,0.6533285658,0.0
NN NN CD ,0.6243223672201835,545,0.6004434505,0.6518174689,0.013504709454147302
JJ JJ NN CD ,0.6515174339999998,14,0.651517434,0.651517434,1.1102230246251565e-16
JJ NNS IN NN ,0.6514073967,10,0.6514073967,0.6514073967,0.0
JJ NP NN NN NN NN ,0.6509356257000001,29,0.6509356257,0.6509356257,1.1102230246251565e-16
NP NP JJ NN NN NN ,0.6509356257,1,0.6509356257,0.6509356257,0.0
NN NN VVZ CD ,0.6508384683,10,0.6508384683,0.6508384683,0.0
NN NN NN VVG ,0.6499572295,12,0.6499572295,0.6499572295,0.0
JJ NN CD ,0.6293026366530488,328,0.6070527742,0.6497488663,0.01984859226875034
NN VVP CD ,0.6364167665,3,0.6097525669,0.6497488663,0.018854436352071596
JJ VVP CD ,0.64174960642,5,0.6097525669,0.6497488663,0.015998519759999972
NNS IN JJ NN ,0.6495247965,36,0.6495247965,0.6495247965,0.0
NN VVG NN NP ,0.6491482447,1,0.6491482447,0.6491482447,0.0
JJ NN NNS NP CC NP ,0.6488189605,11,0.6488189605,0.6488189605,0.0
JJ NN NNS NP CC JJ ,0.6488189605,1,0.6488189605,0.6488189605,0.0
VVN NN VVP ,0.6487031603,1,0.6487031603,0.6487031603,0.0
RB CC RB VV ,0.6479213742999999,52,0.6479213743,0.6479213743,1.1102230246251565e-16
VVD IN ,0.6475612279,1,0.6475612279,0.6475612279,0.0
NP NN VVZ CD ,0.647470632,12,0.647470632,0.647470632,0.0
VVG NN NN CD ,0.613459956784746,59,0.6010435621,0.6468290175,0.02035493620967262
NP IN NP NP ,0.6440820200999999,9,0.6438155253,0.6462139785,0.0007537611209238058
NP IN NN NNS ,0.6462139785,1,0.6462139785,0.6462139785,0.0
NN NNS CC NN NNS ,0.6454849491,11,0.6454849491,0.6454849491,0.0
VVG VVG NNS ,0.6452524958,4,0.6452524958,0.6452524958,0.0
JJ CC JJ NNS ,0.6448456837,12,0.6448456837,0.6448456837,0.0
RB VVG VVG NN ,0.6446101253,13,0.6446101253,0.6446101253,0.0
NN NNS VV NN ,0.6333335984545455,11,0.6142823667,0.6442200166,0.014401377540566817
VVN JJ JJ NN ,0.6440941785000001,36,0.6440941785,0.6440941785,1.1102230246251565e-16
VVN JJ JJ NNS ,0.6440941785,6,0.6440941785,0.6440941785,0.0
NN NN VVD JJ NNS ,0.6438482261000001,243,0.6438482261,0.6438482261,1.1102230246251565e-16
NP IN NP NN ,0.6438155253,4,0.6438155253,0.6438155253,0.0
NP NN CD ,0.6383872986122807,171,0.6185258699,0.6433782425,0.007069588753263538
NP NNS IN VVG ,0.6425463789,1,0.6425463789,0.6425463789,0.0
JJ NN NN RB VVG ,0.6420990307,14,0.6420990307,0.6420990307,0.0
RB VVD JJ ,0.6420688676,3,0.6420688676,0.6420688676,0.0
VVN IN VVG ,0.6305647741210527,57,0.6208206023,0.6412313973,0.010119607806661459
VV JJ NN NNS ,0.6411715244,13,0.6411715244,0.6411715244,0.0
VVP JJ NN NNS ,0.6411715244,2,0.6411715244,0.6411715244,0.0
VVN IN NP ,0.6398678912999999,14,0.6398678913,0.6398678913,1.1102230246251565e-16
NNS IN NP NN ,0.6398245136000001,47,0.6398245136,0.6398245136,1.1102230246251565e-16
NN NN NNS CD ,0.6375193832,40,0.6375193832,0.6375193832,0.0
NN NN NNS RB ,0.6375193832,1,0.6375193832,0.6375193832,0.0
JJ NN NN VVZ ,0.6341057951666668,6,0.6171867605,0.6374896021,0.007566422325668456
VVZ NN NN VVZ ,0.6374896021,5,0.6374896021,0.6374896021,0.0
JJ CC JJ NN ,0.6301169933342105,38,0.6129966319,0.6370919554,0.010927665421132885
VVG CC VVG NN ,0.6367352287000001,36,0.6367352287,0.6367352287,1.1102230246251565e-16
NP CC VVG NN ,0.6367352287,1,0.6367352287,0.6367352287,0.0
NN NN JJ VVG NN CD ,0.6365996364999998,11,0.6365996365,0.6365996365,1.1102230246251565e-16
JJ NN NN VVG NN CD ,0.6358488958999999,11,0.6358488959,0.6358488959,1.1102230246251565e-16
NN NNS VVD ,0.6356783562,6,0.6356783562,0.6356783562,0.0
NN NNS VVN ,0.6305977470481481,27,0.6160817209,0.6356783562,0.008587796882600463
NN IN VVG NN NNS ,0.6350526121,16,0.6350526121,0.6350526121,0.0
NN NNS VVD JJ NN ,0.6344316392999999,12,0.6344316393,0.6344316393,1.1102230246251565e-16
NN VVZ JJ JJ NN ,0.6344316393,26,0.6344316393,0.6344316393,0.0
RB VV CC VV ,0.6344216664,18,0.6344216664,0.6344216664,0.0
JJ JJ NN IN NN NN ,0.634329031,10,0.634329031,0.634329031,0.0
VVP NP NN ,0.6337427016,8,0.6337427016,0.6337427016,0.0
VV NP NN ,0.6297177010666667,15,0.6277052008,0.6337427016,0.002846105171399463
JJ NN CC JJ NN NN ,0.6335764132999999,28,0.6335764133,0.6335764133,1.1102230246251565e-16
SYM SYM SYM SYM ,0.6335063522000001,56,0.6335063522,0.6335063522,1.1102230246251565e-16
VV JJ CC JJ NN NNS ,0.6330396182999999,14,0.6330396183,0.6330396183,1.1102230246251565e-16
NN NN CC NN JJ ,0.6317454716000002,21,0.6317454716,0.6317454716,1.1102230246251565e-16
VV JJ NN NNS VVN ,0.6315560288000001,10,0.6315560288,0.6315560288,1.1102230246251565e-16
VVP JJ NN NNS VVN ,0.6315560288,2,0.6315560288,0.6315560288,0.0
VV JJ NN NNS VVD ,0.6315560288,1,0.6315560288,0.6315560288,0.0
RBR VVZ ,0.6308815678,4,0.6308815678,0.6308815678,0.0
RB JJ VVG NN RB ,0.63059292,4,0.63059292,0.63059292,0.0
RB JJ VVG NN CD ,0.63059292,8,0.63059292,0.63059292,0.0
RBR VVG NN ,0.6246956725,8,0.6160338273,0.6301240363,0.0067193925686306975
VVN IN VVG JJ NN ,0.6296757532,10,0.6296757532,0.6296757532,0.0
JJ NN IN JJ NN ,0.6293607287,14,0.6293607287,0.6293607287,0.0
NP TO NP NN ,0.6289300204000001,14,0.6289300204,0.6289300204,1.1102230246251565e-16
VVG NP NN NNS ,0.6280496681,10,0.6280496681,0.6280496681,0.0
JJS JJ VVN NN ,0.6276942962,16,0.6276942962,0.6276942962,0.0
NN VV JJ NNS CD ,0.6275509485999999,10,0.6275509486,0.6275509486,1.1102230246251565e-16
NN VV JJ NNS RB ,0.6275509486,1,0.6275509486,0.6275509486,0.0
RB RB VVN ,0.6272403516999999,15,0.6272403517,0.6272403517,1.1102230246251565e-16
NNS JJ CC JJ ,0.6156092402217392,23,0.6049676867,0.6272182077,0.011114740156748704
JJ RB VVN JJ NN ,0.626087985,10,0.626087985,0.626087985,0.0
NP RB VVD JJ NN ,0.626087985,1,0.626087985,0.626087985,0.0
NN VVG NN CD ,0.6256787543,11,0.6256787543,0.6256787543,0.0
VV NN NNS NN ,0.6249928286,14,0.6249928286,0.6249928286,0.0
VVP NN NNS NN ,0.6249928286,1,0.6249928286,0.6249928286,0.0
NNS JJ IN NN ,0.6246893389999999,30,0.624689339,0.624689339,1.1102230246251565e-16
NN NP NP NN CD ,0.6240668993999999,11,0.6240668994,0.6240668994,1.1102230246251565e-16
NP NP CD ,0.6173762647755321,94,0.606232464,0.6235729665,0.005276491816462908
JJ NN VVZ NN ,0.6072604931767441,86,0.6032958447,0.6233523017,0.007987387817665136
JJ NN VVZ VV ,0.6233523017,1,0.6233523017,0.6233523017,0.0
NN VVG VVG ,0.6218884343,34,0.6218884343,0.6218884343,0.0
NP VVG VVG ,0.6218884343,2,0.6218884343,0.6218884343,0.0
NN NN NN JJ NN ,0.621368282,16,0.621368282,0.621368282,0.0
JJ NN IN JJ NNS VVP ,0.62117866,13,0.62117866,0.62117866,0.0
VVZ NNS IN NNS ,0.6209991375,11,0.6209991375,0.6209991375,0.0
NN CC NN NN ,0.6165144147574466,47,0.6079751244,0.620137144,0.005561972391928503
NN CC NN NNS ,0.6201184948999999,14,0.6201184949,0.6201184949,1.1102230246251565e-16
VVG NN VVG ,0.6197869602,8,0.6197869602,0.6197869602,0.0
NNS NN NN NN CD VVZ ,0.6192412034999999,12,0.6192412035,0.6192412035,1.1102230246251565e-16
RBR JJ NN ,0.6175544322,2,0.6160338273,0.6190750371,0.0015206049
JJ NN NN CD ,0.6103320951153847,13,0.6096041632,0.6190672781,0.0025216301237941546
JJ NN NP NP ,0.6189190106,8,0.6189190106,0.6189190106,0.0
VVG CC VVG NNS ,0.6188212628999998,26,0.6188212629,0.6188212629,1.1102230246251565e-16
NN NN NN VVZ ,0.6171867604999999,25,0.6171867605,0.6171867605,1.1102230246251565e-16
NN NN CD NNS NN VVG ,0.6171028750999998,10,0.6171028751,0.6171028751,1.1102230246251565e-16
VV JJ JJ NN ,0.6164545911,10,0.6164545911,0.6164545911,0.0
JJ JJ VVG ,0.6161804551,34,0.6161804551,0.6161804551,0.0
JJ NNS VVN ,0.6160817209,24,0.6160817209,0.6160817209,0.0
NNS IN JJ NNS ,0.6158559824,28,0.6158559824,0.6158559824,0.0
NN NNS IN NN ,0.6155267495,9,0.6155267495,0.6155267495,0.0
